# SPT ID	RA	DEC	S/N (2.0mm)	S_raw (2.0mm) [mJy]	S_best (2.0mm) [mJy]	dS_up (2.0mm) [mJy]	dS_down (2.0mm) [mJy]	S/N (1.4mm)	S_raw (1.4mm) [mJy]	S_best (1.4mm) [mJy]	dS_up (1.4mm) [mJy]	dS_down (1.4mm) [mJy]	alpha_raw	alpha_best	d_alpha_up	d_alpha_down	P(alpha>1)	Type	dR_SUMSS [arcsec]	dR_RASS [arcsec]	dR_IRAS [arcsec]
SPT-S_J054757-5828.1	  86.989	 -58.470	   3.46	   4.32	   0.29	   0.37	   0.15	   0.00	  -3.10	   0.37	   0.72	   0.24	   NaN	   0.3	   2.8	   2.3	   0.32	sync	 173	 818	 789
SPT-S_J054758-5200.2	  86.993	 -52.004	   1.06	   1.39	   0.63	   0.95	   0.43	   3.31	  11.47	   0.85	   1.01	   0.49	   5.7	   1.1	   2.6	   2.6	   0.42	sync	 479	 224	 722
SPT-S_J054758-5703.4	  86.993	 -57.057	   3.46	   4.54	   0.40	   0.68	   0.23	   1.30	   4.43	   0.70	   1.75	   0.53	  -0.1	   1.3	   2.6	   2.8	   0.45	sync	 199	 646	 359
SPT-S_J054758-5417.8	  86.994	 -54.297	   3.40	   4.46	   0.34	   0.50	   0.18	   0.71	   2.43	   0.54	   1.27	   0.38	  -1.6	   1.0	   2.7	   2.7	   0.41	sync	 183	 181	 385
SPT-S_J054758-5118.0	  86.995	 -51.301	   3.18	   4.20	   0.33	   0.43	   0.18	   0.81	   2.79	   0.52	   1.20	   0.37	  -1.1	   1.1	   2.6	   2.8	   0.42	sync	 532	1115	 932
SPT-S_J054759-5754.0	  86.998	 -57.901	   0.00	  -0.09	   0.40	   0.56	   0.26	   3.51	  11.51	   0.70	   0.88	   0.39	   NaN	   2.0	   2.1	   2.7	   0.55	dust	  78	 662	1435
SPT-S_J054759-5340.7	  87.000	 -53.679	   0.21	   0.27	   0.41	   0.64	   0.27	   3.01	  10.27	   0.68	   0.81	   0.39	   9.9	   1.7	   2.2	   2.7	   0.51	dust	 579	 757	 295
SPT-S_J054802-5154.6	  87.012	 -51.911	   3.13	   4.12	   0.33	   0.44	   0.18	   0.98	   3.41	   0.54	   1.26	   0.39	  -0.5	   1.2	   2.6	   2.8	   0.44	sync	 668	 472	 699
SPT-S_J054803-5230.7	  87.016	 -52.513	   3.41	   4.47	   0.29	   0.37	   0.15	   0.00	  -2.05	   0.39	   0.78	   0.27	   NaN	   0.5	   2.8	   2.4	   0.35	sync	 464	1091	1112
SPT-S_J054804-5743.2	  87.017	 -57.720	   3.33	   4.15	   0.33	   0.45	   0.18	   0.48	   1.58	   0.50	   1.11	   0.36	  -2.6	   0.9	   2.7	   2.6	   0.40	sync	 489	 527	1060
SPT-S_J054804-5955.0	  87.020	 -59.917	   6.15	   7.67	   6.89	   1.34	   1.38	   0.93	   3.06	   3.99	   2.26	   1.28	  -2.5	  -1.5	   1.3	   1.0	   0.00	sync	   8	 403	 433
SPT-S_J054805-5638.5	  87.022	 -56.642	   3.28	   4.31	   0.31	   0.41	   0.17	   0.34	   1.18	   0.46	   1.03	   0.32	  -3.5	   0.8	   2.7	   2.6	   0.39	sync	 240	 695	 663
SPT-S_J054806-5142.5	  87.025	 -51.710	   0.26	   0.34	   0.44	   0.65	   0.30	   3.32	  11.51	   0.70	   0.88	   0.39	   9.6	   1.7	   2.2	   2.7	   0.51	dust	 815	 902	 754
SPT-S_J054806-5544.9	  87.026	 -55.749	   3.41	   4.48	   0.36	   0.55	   0.20	   0.96	   3.28	   0.59	   1.44	   0.43	  -0.8	   1.1	   2.6	   2.8	   0.43	sync	 229	 446	1366
SPT-S_J054807-5304.3	  87.032	 -53.072	   4.15	   5.45	   0.47	   2.73	   0.30	   0.28	   0.95	   0.77	   1.83	   0.58	  -4.7	   0.2	   3.0	   2.2	   0.31	sync	  11	 635	1044
SPT-S_J054808-5040.5	  87.035	 -50.676	   1.24	   1.63	   0.68	   1.02	   0.47	   3.03	  10.49	   0.86	   0.96	   0.49	   5.1	   0.8	   2.7	   2.5	   0.39	sync	  48	1006	1302
SPT-S_J054808-5357.6	  87.037	 -53.961	   3.26	   4.28	   1.09	   2.28	   0.81	   3.01	  10.28	   3.52	   5.63	   3.03	   2.4	   2.9	   1.5	   2.7	   0.69	dust	 622	1121	1046
SPT-S_J054812-5804.9	  87.052	 -58.083	   2.79	   3.47	   2.17	   1.41	   1.35	   3.06	  10.01	   1.47	   1.30	   0.73	   2.9	  -1.0	   2.5	   1.4	   0.15	sync	 382	 187	1100
SPT-S_J054816-5217.1	  87.069	 -52.285	   3.19	   4.19	   0.36	   0.53	   0.20	   1.36	   4.66	   0.64	   1.59	   0.47	   0.3	   1.5	   2.5	   2.9	   0.47	sync	 147	 348	 403
SPT-S_J054817-5908.6	  87.072	 -59.145	   1.10	   1.37	   0.63	   0.92	   0.43	   3.05	   9.99	   0.83	   0.96	   0.47	   5.4	   1.0	   2.6	   2.5	   0.42	sync	  77	 507	 522
SPT-S_J054818-5145.2	  87.077	 -51.754	   0.11	   0.15	   0.42	   0.65	   0.26	   3.69	  12.78	   0.73	   0.93	   0.41	  12.1	   1.9	   2.2	   2.7	   0.53	dust	 840	1010	 608
SPT-S_J054821-5042.2	  87.092	 -50.703	   3.46	   4.56	   0.34	   0.50	   0.19	   0.49	   1.70	   0.52	   1.20	   0.37	  -2.7	   0.9	   2.7	   2.6	   0.40	sync	 140	 879	1366
SPT-S_J054822-5530.9	  87.095	 -55.516	   0.00	  -2.30	   0.25	   0.34	   0.14	   3.11	  10.63	   0.53	   0.66	   0.26	   NaN	   2.6	   1.7	   2.5	   0.64	dust	 185	 462	1648
SPT-S_J054822-5844.7	  87.096	 -58.746	   3.29	   4.11	   0.32	   0.42	   0.18	   0.24	   0.80	   0.47	   0.99	   0.32	  -4.5	   0.8	   2.8	   2.6	   0.38	sync	 201	1234	 508
SPT-S_J054826-5951.3	  87.108	 -59.856	   3.60	   4.49	   0.37	   0.61	   0.21	   0.56	   1.84	   0.58	   1.32	   0.42	  -2.4	   0.8	   2.8	   2.6	   0.39	sync	 265	 166	 705
SPT-S_J054826-5342.4	  87.110	 -53.708	   3.06	   4.02	   0.29	   0.35	   0.15	   0.02	   0.08	   0.41	   0.86	   0.28	 -10.6	   0.8	   2.7	   2.6	   0.38	sync	 525	 964	 128
SPT-S_J054826-5259.6	  87.111	 -52.994	   0.00	  -0.46	   0.36	   0.55	   0.23	   3.58	  12.23	   0.65	   0.87	   0.34	   NaN	   2.1	   2.0	   2.7	   0.57	dust	 331	 457	 938
SPT-S_J054827-5854.5	  87.116	 -58.909	   3.04	   3.79	   0.27	   0.32	   0.14	   0.00	  -1.92	   0.37	   0.70	   0.24	   NaN	   0.5	   2.8	   2.4	   0.34	sync	 341	 883	 937
SPT-S_J054829-5054.6	  87.124	 -50.911	   3.36	   4.43	   0.29	   0.35	   0.15	   0.00	  -2.67	   0.37	   0.74	   0.25	   NaN	   0.4	   2.8	   2.4	   0.33	sync	 270	 414	 893
SPT-S_J054830-5218.5	  87.126	 -52.308	  19.55	  25.67	  25.41	   1.68	   1.68	   8.19	  27.97	  27.24	   4.25	   4.30	   0.2	   0.2	   0.4	   0.5	   0.00	sync	   3	 457	 455
SPT-S_J054830-5657.8	  87.127	 -56.964	   0.10	   0.13	   0.41	   0.60	   0.26	   3.12	  10.66	   0.67	   0.82	   0.36	  11.9	   1.8	   2.2	   2.7	   0.52	dust	 194	 452	  96
SPT-S_J054831-5632.5	  87.132	 -56.542	   3.14	   4.13	   0.28	   0.34	   0.15	   0.00	  -1.08	   0.39	   0.78	   0.26	   NaN	   0.6	   2.8	   2.5	   0.36	sync	 251	 859	1077
SPT-S_J054832-5724.9	  87.135	 -57.415	   1.43	   1.79	   0.84	   1.09	   0.59	   3.55	  11.62	   0.99	   1.22	   0.57	   5.1	   0.8	   2.7	   2.4	   0.39	sync	 318	 868	 278
SPT-S_J054832-5806.5	  87.135	 -58.109	   3.05	   3.80	   0.27	   0.31	   0.14	   0.00	  -2.86	   0.35	   0.66	   0.23	   NaN	   0.4	   2.8	   2.4	   0.33	sync	 406	 153	 943
SPT-S_J054833-5048.6	  87.141	 -50.810	   3.05	   4.02	   0.31	   0.38	   0.17	   0.53	   1.83	   0.46	   1.02	   0.32	  -2.2	   1.0	   2.7	   2.7	   0.41	sync	 334	 511	1123
SPT-S_J054834-5237.7	  87.145	 -52.629	   3.14	   4.13	   0.30	   0.36	   0.16	   0.08	   0.27	   0.42	   0.89	   0.29	  -7.4	   0.8	   2.7	   2.6	   0.39	sync	 119	 766	1138
SPT-S_J054837-5928.8	  87.157	 -59.481	   0.00	  -0.30	   0.35	   0.52	   0.23	   3.11	  10.19	   0.64	   0.78	   0.34	   NaN	   2.0	   2.0	   2.7	   0.56	dust	 333	 340	 166
SPT-S_J054838-5036.5	  87.162	 -50.608	   3.14	   4.14	   0.32	   0.43	   0.18	   0.86	   2.97	   0.52	   1.20	   0.37	  -0.9	   1.2	   2.6	   2.8	   0.43	sync	 102	 677	1055
SPT-S_J054839-5939.4	  87.163	 -59.657	   0.82	   1.02	   0.54	   0.81	   0.36	   3.08	  10.08	   0.77	   0.93	   0.42	   6.2	   1.3	   2.5	   2.6	   0.45	sync	 419	 161	 485
SPT-S_J054840-5408.4	  87.170	 -54.140	   3.58	   4.70	   0.52	   1.73	   0.33	   1.83	   6.27	   1.13	   2.97	   0.90	   0.8	   1.6	   2.4	   2.9	   0.49	sync	 447	 711	 881
SPT-S_J054841-5820.5	  87.171	 -58.342	   0.71	   0.89	   0.51	   0.79	   0.35	   3.14	  10.29	   0.76	   0.93	   0.42	   6.7	   1.4	   2.4	   2.6	   0.46	sync	 285	 247	 316
SPT-S_J054846-5637.1	  87.194	 -56.620	   3.19	   4.18	   0.33	   0.44	   0.18	   0.86	   2.93	   0.53	   1.22	   0.38	  -1.0	   1.1	   2.6	   2.8	   0.43	sync	 105	 651	 900
SPT-S_J054846-5008.2	  87.194	 -50.138	   2.16	   2.84	   1.35	   1.42	   0.97	   3.04	  10.52	   1.15	   1.14	   0.65	   3.6	  -0.3	   2.9	   1.9	   0.25	sync	 303	 617	 649
SPT-S_J054846-5748.8	  87.194	 -57.814	   0.79	   0.99	   0.68	   0.97	   0.47	   4.52	  14.80	   1.04	   1.72	   0.64	   7.4	   1.8	   2.3	   2.8	   0.52	dust	 244	 916	1032
SPT-S_J054846-5417.8	  87.194	 -54.298	   3.27	   4.30	   0.30	   0.40	   0.16	   0.12	   0.40	   0.44	   0.94	   0.31	  -6.5	   0.8	   2.8	   2.6	   0.38	sync	 166	 593	 660
SPT-S_J054847-5627.1	  87.197	 -56.452	   3.14	   4.13	   0.29	   0.35	   0.15	   0.00	  -0.47	   0.41	   0.83	   0.28	   NaN	   0.7	   2.8	   2.5	   0.37	sync	  10	 538	1153
SPT-S_J054848-5339.2	  87.202	 -53.654	   0.98	   1.28	   0.63	   0.98	   0.43	   3.72	  12.72	   0.89	   1.15	   0.52	   6.2	   1.3	   2.5	   2.6	   0.45	sync	 261	 793	 156
SPT-S_J054849-5831.7	  87.204	 -58.530	   3.90	   4.87	   0.48	   1.84	   0.30	   0.89	   2.90	   0.83	   1.94	   0.63	  -1.4	   0.7	   2.8	   2.5	   0.37	sync	 377	 893	 560
SPT-S_J054855-5312.6	  87.232	 -53.211	   2.17	   2.85	   1.45	   1.42	   1.03	   3.41	  11.64	   1.26	   1.35	   0.70	   3.8	  -0.2	   2.9	   1.9	   0.26	sync	 610	 688	 789
SPT-S_J054856-5658.7	  87.234	 -56.978	   4.00	   5.25	   0.65	   3.17	   0.43	   1.40	   4.79	   1.31	   2.74	   1.06	  -0.3	   0.9	   2.7	   2.5	   0.38	sync	  40	 349	 205
SPT-S_J054856-5817.6	  87.237	 -58.294	   1.91	   2.38	   1.11	   1.28	   0.79	   3.15	  10.31	   1.07	   1.16	   0.60	   4.0	   0.1	   2.9	   2.1	   0.29	sync	 303	  45	 274
SPT-S_J054859-5348.1	  87.246	 -53.803	   1.22	   1.60	   0.74	   1.05	   0.51	   3.65	  12.48	   0.95	   1.17	   0.56	   5.6	   1.0	   2.6	   2.5	   0.41	sync	 643	1263	 509
SPT-S_J054900-5307.3	  87.251	 -53.122	   3.01	   3.95	   0.27	   0.30	   0.14	   0.00	  -2.50	   0.35	   0.68	   0.24	   NaN	   0.5	   2.8	   2.4	   0.35	sync	 366	 372	1046
SPT-S_J054900-5021.1	  87.254	 -50.353	   0.28	   0.36	   0.43	   0.65	   0.28	   3.06	  10.58	   0.68	   0.83	   0.38	   9.2	   1.7	   2.3	   2.7	   0.50	dust	 221	 367	 287
SPT-S_J054901-5352.6	  87.255	 -53.878	   3.04	   3.99	   0.27	   0.33	   0.14	   0.00	  -1.37	   0.38	   0.75	   0.25	   NaN	   0.6	   2.8	   2.5	   0.36	sync	 594	1353	 766
SPT-S_J054901-5023.1	  87.257	 -50.387	   0.34	   0.44	   0.44	   0.69	   0.28	   3.31	  11.46	   0.72	   0.88	   0.41	   8.8	   1.7	   2.3	   2.7	   0.50	dust	 242	 256	 365
SPT-S_J054901-5752.4	  87.258	 -57.874	   5.89	   7.34	   6.61	   1.34	   1.38	   1.61	   5.28	   4.73	   2.71	   1.82	  -0.9	  -0.9	   1.4	   1.3	   0.02	sync	   5	 728	 929
SPT-S_J054902-5056.8	  87.261	 -50.948	   3.09	   4.07	   0.33	   0.43	   0.18	   1.04	   3.60	   0.55	   1.27	   0.40	  -0.3	   1.3	   2.6	   2.8	   0.44	sync	 405	 182	 592
SPT-S_J054903-5741.3	  87.265	 -57.689	   7.92	   9.87	   9.44	   1.33	   1.33	   3.67	  12.01	  10.77	   3.40	   3.49	   0.5	   0.4	   0.9	   1.1	   0.05	sync	   2	 760	 839
SPT-S_J054905-5345.6	  87.271	 -53.760	   3.38	   4.44	   0.32	   0.45	   0.18	   0.36	   1.22	   0.49	   1.08	   0.34	  -3.5	   0.8	   2.8	   2.6	   0.39	sync	 568	1170	 413
SPT-S_J054906-5740.6	  87.276	 -57.678	   1.81	   2.25	   1.02	   1.25	   0.72	   3.17	  10.39	   1.04	   1.15	   0.58	   4.2	   0.2	   2.9	   2.2	   0.31	sync	  46	 717	 801
SPT-S_J054907-5917.0	  87.280	 -59.285	   3.07	   3.83	   0.52	   1.05	   0.32	   2.39	   7.81	   1.27	   3.43	   1.03	   1.9	   2.4	   1.9	   3.2	   0.59	dust	 272	 745	 405
SPT-S_J054907-5335.0	  87.280	 -53.585	   3.17	   4.16	   0.30	   0.37	   0.16	   0.17	   0.59	   0.43	   0.93	   0.30	  -5.3	   0.8	   2.8	   2.6	   0.39	sync	  70	 541	 448
SPT-S_J054907-5359.3	  87.282	 -53.988	   0.89	   1.17	   0.65	   0.94	   0.46	   3.96	  13.53	   0.90	   1.24	   0.51	   6.7	   1.4	   2.4	   2.7	   0.47	sync	 193	1276	1163
SPT-S_J054907-5159.0	  87.283	 -51.984	   1.39	   1.83	   0.75	   1.08	   0.53	   3.02	  10.45	   0.89	   0.98	   0.51	   4.7	   0.6	   2.8	   2.4	   0.36	sync	 442	 487	 506
SPT-S_J054908-5944.9	  87.284	 -59.749	   0.00	  -0.03	   0.38	   0.56	   0.24	   3.02	   9.90	   0.66	   0.80	   0.35	   NaN	   1.9	   2.1	   2.7	   0.54	dust	 363	 414	 830
SPT-S_J054909-5617.4	  87.291	 -56.290	   3.00	   3.94	   0.34	   0.46	   0.19	   1.34	   4.57	   0.60	   1.44	   0.44	   0.4	   1.5	   2.5	   2.9	   0.47	sync	 572	 264	 556
SPT-S_J054911-5818.7	  87.296	 -58.313	   3.12	   3.89	   0.30	   0.36	   0.16	   0.15	   0.49	   0.43	   0.90	   0.30	  -5.7	   0.8	   2.7	   2.6	   0.39	sync	 417	 165	 150
SPT-S_J054911-5329.5	  87.297	 -53.492	   0.12	   0.15	   0.41	   0.62	   0.26	   3.11	  10.62	   0.67	   0.84	   0.36	  11.5	   1.8	   2.2	   2.7	   0.52	dust	 331	 230	 179
SPT-S_J054912-5026.6	  87.304	 -50.444	   9.19	  12.11	  11.68	   1.41	   1.43	   2.51	   8.70	   7.91	   3.34	   2.63	  -0.9	  -1.1	   1.0	   1.1	   0.00	sync	  10	  28	 591
SPT-S_J054913-5639.4	  87.305	 -56.657	   3.75	   4.92	   0.45	   1.36	   0.27	   1.18	   4.04	   0.82	   2.06	   0.63	  -0.5	   1.0	   2.7	   2.7	   0.41	sync	 326	 395	 962
SPT-S_J054913-5450.9	  87.305	 -54.849	   0.49	   0.65	   0.46	   0.74	   0.31	   3.03	  10.35	   0.71	   0.87	   0.39	   7.5	   1.5	   2.4	   2.7	   0.48	sync	 191	 634	 921
SPT-S_J054913-5547.8	  87.305	 -55.797	   0.00	  -0.84	   0.32	   0.46	   0.19	   3.01	  10.27	   0.61	   0.71	   0.33	   NaN	   2.2	   2.0	   2.7	   0.58	dust	 331	 723	1363
SPT-S_J054913-5353.8	  87.306	 -53.897	   0.00	  -0.78	   0.32	   0.47	   0.19	   3.04	  10.40	   0.59	   0.74	   0.31	   NaN	   2.2	   2.0	   2.7	   0.57	dust	 520	1477	 868
SPT-S_J054914-5110.2	  87.309	 -51.172	   3.25	   4.28	   0.27	   0.32	   0.14	   0.00	  -3.96	   0.34	   0.65	   0.22	   NaN	   0.3	   2.8	   2.3	   0.32	sync	 231	 284	 612
SPT-S_J054914-5430.6	  87.310	 -54.511	   1.69	   2.22	   0.94	   1.23	   0.68	   3.10	  10.60	   0.98	   1.09	   0.56	   4.3	   0.3	   2.9	   2.2	   0.33	sync	 281	  19	 524
SPT-S_J054915-5758.9	  87.315	 -57.982	   0.00	  -0.17	   0.41	   0.57	   0.27	   4.07	  13.33	   0.74	   1.02	   0.40	   NaN	   2.2	   2.0	   2.7	   0.58	dust	 406	 447	 984
SPT-S_J054919-5119.2	  87.330	 -51.321	   1.31	   1.72	   0.71	   1.06	   0.50	   3.07	  10.64	   0.87	   1.00	   0.50	   5.0	   0.7	   2.8	   2.4	   0.38	sync	 192	 632	1071
SPT-S_J054919-5039.6	  87.331	 -50.660	   4.10	   5.40	   0.37	   1.02	   0.21	   0.00	  -1.95	   0.51	   1.26	   0.36	   NaN	   0.1	   3.0	   2.2	   0.30	sync	 404	 766	 908
SPT-S_J054922-5536.2	  87.343	 -55.603	   4.24	   5.56	   0.69	   3.68	   0.48	   0.79	   2.71	   1.25	   2.38	   1.00	  -2.0	   0.2	   3.0	   2.2	   0.31	sync	  11	  24	2031
SPT-S_J054923-5937.0	  87.348	 -59.617	   2.77	   3.46	   2.15	   1.41	   1.35	   3.06	  10.02	   1.46	   1.30	   0.71	   2.9	  -0.9	   2.5	   1.5	   0.15	sync	 191	 416	 438
SPT-S_J054924-5333.1	  87.350	 -53.553	   0.15	   0.19	   0.44	   0.67	   0.29	   3.71	  12.67	   0.72	   0.97	   0.40	  11.4	   1.9	   2.2	   2.7	   0.53	dust	 253	 476	 340
SPT-S_J054926-5231.7	  87.359	 -52.529	   3.80	   4.99	   0.34	   0.61	   0.19	   0.00	  -0.43	   0.49	   1.14	   0.35	   NaN	   0.4	   2.9	   2.4	   0.34	sync	  12	 479	1024
SPT-S_J054928-5054.0	  87.369	 -50.901	   3.54	   4.66	   0.48	   1.38	   0.30	   1.75	   6.06	   1.01	   2.71	   0.80	   0.7	   1.6	   2.4	   2.9	   0.48	sync	 390	 142	 553
SPT-S_J054928-5338.1	  87.369	 -53.635	   0.72	   0.95	   0.57	   0.89	   0.38	   3.99	  13.62	   0.88	   1.20	   0.51	   7.2	   1.6	   2.4	   2.7	   0.49	sync	 312	 765	 286
SPT-S_J054929-5857.7	  87.373	 -58.963	   0.88	   1.10	   0.56	   0.84	   0.38	   3.09	  10.12	   0.79	   0.93	   0.44	   6.0	   1.2	   2.5	   2.6	   0.44	sync	 152	 710	 572
SPT-S_J054929-5832.6	  87.375	 -58.545	   3.09	   3.85	   0.29	   0.35	   0.15	   0.00	  -0.35	   0.41	   0.82	   0.28	   NaN	   0.7	   2.8	   2.5	   0.37	sync	 207	 983	 466
SPT-S_J054931-5336.8	  87.382	 -53.614	   3.33	   4.37	   0.32	   0.42	   0.17	   0.28	   0.95	   0.46	   1.02	   0.32	  -4.2	   0.8	   2.7	   2.6	   0.39	sync	 303	 705	 233
SPT-S_J054932-5245.4	  87.386	 -52.757	   3.01	   3.96	   0.29	   0.35	   0.15	   0.10	   0.33	   0.41	   0.87	   0.28	  -6.7	   0.8	   2.7	   2.6	   0.39	sync	 113	 138	 466
SPT-S_J054933-5126.9	  87.391	 -51.449	   4.00	   5.27	   1.06	   3.43	   0.79	   1.91	   6.61	   2.20	   3.74	   1.83	   0.6	   1.2	   2.5	   2.5	   0.41	sync	 300	 529	 875
SPT-S_J054934-5904.0	  87.395	 -59.067	   1.02	   1.27	   0.61	   0.88	   0.41	   3.04	   9.94	   0.81	   0.95	   0.45	   5.6	   1.1	   2.6	   2.6	   0.42	sync	 210	 723	 837
SPT-S_J054935-5305.4	  87.398	 -53.091	   3.46	   4.55	   0.29	   0.37	   0.15	   0.00	  -2.81	   0.38	   0.74	   0.26	   NaN	   0.4	   2.8	   2.3	   0.33	sync	  59	 294	 822
SPT-S_J054936-5743.9	  87.402	 -57.732	   3.12	   3.89	   0.30	   0.36	   0.15	   0.04	   0.15	   0.43	   0.87	   0.29	  -8.9	   0.7	   2.8	   2.6	   0.38	sync	 307	 748	 711
SPT-S_J054937-5324.4	  87.407	 -53.408	   0.00	  -0.14	   0.37	   0.56	   0.24	   3.12	  10.67	   0.65	   0.80	   0.34	   NaN	   1.9	   2.1	   2.7	   0.54	dust	  93	 359	 417
SPT-S_J054938-5114.3	  87.411	 -51.238	   1.04	   1.37	   0.66	   0.97	   0.46	   3.56	  12.32	   0.87	   1.09	   0.48	   6.0	   1.1	   2.6	   2.6	   0.43	sync	 400	 293	 734
SPT-S_J054940-5941.4	  87.418	 -59.690	   3.25	   4.05	   0.34	   0.46	   0.19	   0.77	   2.52	   0.53	   1.21	   0.38	  -1.3	   1.1	   2.7	   2.7	   0.42	sync	 102	 485	 726
SPT-S_J054940-5045.6	  87.419	 -50.761	   1.22	   1.61	   0.70	   1.03	   0.49	   3.30	  11.42	   0.89	   1.03	   0.51	   5.3	   0.9	   2.7	   2.5	   0.39	sync	 163	 583	 716
SPT-S_J054941-5645.0	  87.422	 -56.751	   1.03	   1.35	   0.80	   1.16	   0.55	   4.52	  15.45	   1.12	   1.97	   0.70	   6.6	   1.6	   2.4	   2.8	   0.49	sync	 221	 235	1029
SPT-S_J054943-5549.0	  87.432	 -55.817	   1.66	   2.18	   1.02	   1.28	   0.72	   3.76	  12.85	   1.12	   1.42	   0.65	   4.8	   0.6	   2.8	   2.4	   0.36	sync	 569	 809	1257
SPT-S_J054943-5246.4	  87.432	 -52.774	 163.42	 214.59	 213.45	   8.85	   8.45	  51.06	 174.45	 172.41	  16.09	  15.69	  -0.6	  -0.6	   0.2	   0.2	   0.00	sync	   4	  22	 369
SPT-S_J054945-5214.7	  87.439	 -52.245	   1.86	   2.45	   1.19	   1.34	   0.84	   3.69	  12.80	   1.19	   1.44	   0.70	   4.5	   0.3	   2.9	   2.2	   0.32	sync	 406	 872	 694
SPT-S_J054945-5456.8	  87.440	 -54.948	   0.35	   0.46	   0.45	   0.68	   0.30	   3.11	  10.61	   0.71	   0.86	   0.40	   8.5	   1.6	   2.3	   2.7	   0.50	sync	 182	 502	 467
SPT-S_J054946-5745.1	  87.444	 -57.752	   0.86	   1.08	   0.65	   0.95	   0.43	   4.16	  13.63	   0.96	   1.38	   0.56	   6.9	   1.6	   2.4	   2.7	   0.49	sync	 414	 793	 606
SPT-S_J054948-5307.5	  87.453	 -53.127	   0.00	  -1.01	   0.33	   0.44	   0.21	   3.28	  11.22	   0.60	   0.76	   0.32	   NaN	   2.3	   1.9	   2.7	   0.60	dust	 215	 467	 927
SPT-S_J054949-5957.6	  87.457	 -59.962	   3.18	   3.96	   0.32	   0.39	   0.17	   0.37	   1.21	   0.46	   1.00	   0.33	  -3.2	   0.9	   2.7	   2.6	   0.40	sync	 210	 443	 744
SPT-S_J054950-5137.7	  87.462	 -51.629	   0.00	  -0.70	   0.34	   0.48	   0.22	   3.35	  11.61	   0.62	   0.78	   0.33	   NaN	   2.2	   2.0	   2.7	   0.58	dust	 173	 164	 314
SPT-S_J054951-5355.1	  87.465	 -53.920	   0.89	   1.17	   0.56	   0.86	   0.37	   3.06	  10.45	   0.77	   0.94	   0.43	   6.0	   1.2	   2.6	   2.6	   0.43	sync	 224	1168	 929
SPT-S_J054951-5047.8	  87.465	 -50.798	   5.58	   7.35	   6.50	   1.43	   1.50	   1.47	   5.08	   4.61	   2.77	   1.80	  -1.0	  -0.9	   1.5	   1.4	   0.03	sync	  15	 530	 670
SPT-S_J054952-5641.0	  87.467	 -56.685	   0.56	   0.73	   0.49	   0.75	   0.33	   3.25	  11.09	   0.74	   0.91	   0.42	   7.4	   1.5	   2.4	   2.7	   0.47	sync	 251	  67	1190
SPT-S_J054953-5551.7	  87.471	 -55.862	   3.08	   4.04	   0.31	   0.37	   0.17	   0.46	   1.56	   0.46	   1.00	   0.32	  -2.6	   0.9	   2.7	   2.7	   0.41	sync	 488	 983	1096
SPT-S_J054953-5358.4	  87.472	 -53.975	   4.59	   6.03	   5.17	   1.44	   1.47	   4.24	  14.48	  13.15	   3.66	   3.85	   2.4	   2.6	   1.1	   1.1	   0.79	dust	 189	1149	1087
SPT-S_J054953-5830.4	  87.474	 -58.508	   3.03	   3.77	   0.30	   0.35	   0.16	   0.21	   0.70	   0.43	   0.90	   0.30	  -4.6	   0.8	   2.7	   2.6	   0.39	sync	 356	 812	 626
SPT-S_J054954-5731.7	  87.477	 -57.529	   3.76	   4.69	   0.37	   0.71	   0.21	   0.28	   0.91	   0.57	   1.30	   0.40	  -4.5	   0.6	   2.8	   2.5	   0.37	sync	 126	 130	 499
SPT-S_J054955-5733.3	  87.480	 -57.555	   3.89	   4.84	   0.41	   1.11	   0.25	   0.42	   1.39	   0.65	   1.53	   0.48	  -3.4	   0.5	   2.9	   2.4	   0.36	sync	 125	 133	 560
SPT-S_J054955-5916.4	  87.483	 -59.273	   3.29	   4.11	   0.37	   0.54	   0.21	   1.16	   3.80	   0.63	   1.48	   0.46	  -0.2	   1.3	   2.6	   2.9	   0.45	sync	 108	 520	 781
SPT-S_J054955-5047.9	  87.483	 -50.800	   1.92	   2.52	   1.14	   1.34	   0.82	   3.17	  10.97	   1.08	   1.15	   0.62	   4.0	   0.0	   2.9	   2.1	   0.29	sync	  56	 554	 638
SPT-S_J054956-5649.8	  87.485	 -56.830	   0.00	  -0.56	   0.34	   0.51	   0.22	   3.46	  11.81	   0.65	   0.82	   0.35	   NaN	   2.1	   2.0	   2.7	   0.57	dust	 182	 402	 767
SPT-S_J054956-5710.6	  87.485	 -57.177	   3.48	   4.57	   0.51	   1.45	   0.32	   1.92	   6.55	   1.10	   3.00	   0.87	   1.0	   1.8	   2.3	   3.0	   0.50	dust	 121	 627	 527
SPT-S_J054956-5545.6	  87.487	 -55.761	   1.17	   1.54	   0.76	   1.10	   0.51	   4.00	  13.67	   0.99	   1.38	   0.56	   5.9	   1.2	   2.6	   2.6	   0.43	sync	 353	 651	1460
SPT-S_J054958-5021.3	  87.492	 -50.356	   3.16	   4.17	   0.27	   0.32	   0.14	   0.00	  -3.21	   0.35	   0.67	   0.23	   NaN	   0.4	   2.8	   2.4	   0.34	sync	 199	 178	 798
