# SPT ID	RA	DEC	S/N (2.0mm)	S_raw (2.0mm) [mJy]	S_best (2.0mm) [mJy]	dS_up (2.0mm) [mJy]	dS_down (2.0mm) [mJy]	S/N (1.4mm)	S_raw (1.4mm) [mJy]	S_best (1.4mm) [mJy]	dS_up (1.4mm) [mJy]	dS_down (1.4mm) [mJy]	alpha_raw	alpha_best	d_alpha_up	d_alpha_down	P(alpha>1)	Type	dR_SUMSS [arcsec]	dR_RASS [arcsec]	dR_IRAS [arcsec]
SPT-S_J054958-5838.4	  87.492	 -58.641	   3.28	   4.09	   0.28	   0.33	   0.15	   0.00	  -3.59	   0.35	   0.66	   0.23	   NaN	   0.3	   2.8	   2.3	   0.32	sync	 300	 723	 328
SPT-S_J054959-5517.5	  87.496	 -55.293	   0.75	   0.99	   0.54	   0.82	   0.37	   3.19	  10.90	   0.77	   0.94	   0.43	   6.5	   1.3	   2.5	   2.6	   0.46	sync	 339	 353	 872
SPT-S_J054959-5328.0	  87.498	 -53.467	   0.35	   0.46	   0.45	   0.67	   0.30	   3.10	  10.59	   0.70	   0.85	   0.40	   8.5	   1.6	   2.3	   2.7	   0.50	sync	 214	 552	 477
SPT-S_J055000-5117.3	  87.500	 -51.289	   1.32	   1.74	   0.72	   1.06	   0.51	   3.03	  10.51	   0.88	   0.99	   0.49	   4.9	   0.7	   2.7	   2.4	   0.37	sync	 290	 495	 902
SPT-S_J055001-5139.1	  87.506	 -51.653	   4.46	   5.88	   4.31	   1.77	   3.34	   2.22	   7.68	   4.93	   3.54	   3.14	   0.7	   0.8	   1.9	   2.0	   0.29	sync	 282	 252	 350
SPT-S_J055001-5617.4	  87.508	 -56.290	   0.00	  -1.08	   0.33	   0.43	   0.20	   3.56	  12.15	   0.63	   0.77	   0.34	   NaN	   2.3	   1.9	   2.6	   0.60	dust	 172	 344	 459
SPT-S_J055002-5356.6	  87.509	 -53.943	   2.69	   3.54	   3.88	   1.02	   0.91	   6.15	  21.02	  17.28	   4.02	   4.49	   4.9	   4.1	   0.6	   0.9	   0.96	dust	 101	1069	 951
SPT-S_J055002-5341.2	  87.510	 -53.688	   3.22	   4.23	   0.53	   1.35	   0.33	   2.34	   7.98	   1.31	   3.70	   1.06	   1.7	   2.3	   2.0	   3.1	   0.58	dust	 253	1070	 322
SPT-S_J055004-5846.6	  87.518	 -58.778	   1.31	   1.64	   0.71	   1.02	   0.50	   3.01	   9.85	   0.88	   0.98	   0.50	   4.9	   0.8	   2.7	   2.4	   0.38	sync	 646	 494	 353
SPT-S_J055004-5126.5	  87.518	 -51.443	   3.39	   4.46	   0.44	   0.90	   0.27	   1.70	   5.90	   0.86	   2.35	   0.66	   0.8	   1.6	   2.4	   3.0	   0.49	sync	 422	 519	 958
SPT-S_J055004-5543.0	  87.519	 -55.718	   1.17	   1.54	   0.73	   1.09	   0.50	   3.88	  13.24	   0.98	   1.29	   0.57	   5.9	   1.1	   2.6	   2.6	   0.43	sync	 232	 554	1619
SPT-S_J055004-5138.9	  87.520	 -51.649	   1.66	   2.18	   1.02	   1.28	   0.71	   3.79	  13.14	   1.12	   1.43	   0.67	   4.9	   0.6	   2.8	   2.4	   0.36	sync	 285	 250	 383
SPT-S_J055005-5254.1	  87.525	 -52.902	   0.28	   0.36	   0.44	   0.67	   0.28	   3.35	  11.46	   0.72	   0.90	   0.41	   9.4	   1.7	   2.2	   2.7	   0.51	dust	   6	 485	 135
SPT-S_J055006-5441.6	  87.526	 -54.694	   0.00	  -2.94	   0.26	   0.29	   0.15	   3.83	  13.08	   0.55	   0.71	   0.29	   NaN	   2.8	   1.6	   2.5	   0.68	dust	 409	 263	 989
SPT-S_J055007-5936.9	  87.531	 -59.615	   3.57	   4.45	   0.30	   0.41	   0.17	   0.00	  -2.29	   0.40	   0.81	   0.27	   NaN	   0.3	   2.8	   2.3	   0.33	sync	 308	 540	 696
SPT-S_J055007-5440.6	  87.531	 -54.677	   0.00	  -0.86	   0.33	   0.47	   0.21	   3.30	  11.28	   0.62	   0.76	   0.34	   NaN	   2.2	   1.9	   2.7	   0.59	dust	 463	 213	 976
SPT-S_J055009-5447.8	  87.539	 -54.798	   1.60	   2.11	   0.88	   1.21	   0.62	   3.15	  10.75	   0.98	   1.07	   0.56	   4.4	   0.4	   2.8	   2.3	   0.34	sync	 117	 588	 924
SPT-S_J055009-5800.1	  87.539	 -58.003	   1.61	   2.00	   0.95	   1.19	   0.67	   3.64	  11.93	   1.09	   1.32	   0.63	   4.9	   0.6	   2.8	   2.4	   0.37	sync	 169	 731	 750
SPT-S_J055009-5732.3	  87.540	 -57.540	 523.43	 652.66	 649.19	  26.92	  25.70	 173.64	 568.60	 562.31	  51.40	  50.17	  -0.4	  -0.4	   0.2	   0.2	   0.00	sync	   2	   6	 624
SPT-S_J055010-5010.1	  87.543	 -50.169	   1.76	   2.32	   1.13	   1.32	   0.80	   3.83	  13.26	   1.18	   1.52	   0.70	   4.7	   0.5	   2.9	   2.3	   0.35	sync	 187	 265	 676
SPT-S_J055012-5308.1	  87.553	 -53.135	   3.12	   4.10	   0.34	   0.45	   0.19	   1.14	   3.91	   0.57	   1.34	   0.41	  -0.1	   1.3	   2.6	   2.9	   0.45	sync	 162	 272	 963
SPT-S_J055013-5337.6	  87.558	 -53.628	   0.00	  -0.00	   0.40	   0.57	   0.27	   3.20	  10.93	   0.67	   0.82	   0.37	   NaN	   1.9	   2.2	   2.7	   0.53	dust	 206	 961	 179
SPT-S_J055014-5120.9	  87.562	 -51.349	   3.55	   4.68	   2.47	   2.01	   1.93	   3.26	  11.31	   6.96	   4.79	   5.53	   2.4	   2.9	   1.5	   2.0	   0.74	dust	 400	 746	 947
SPT-S_J055014-5129.7	  87.562	 -51.495	   2.61	   3.44	   1.95	   1.49	   1.31	   3.02	  10.46	   1.38	   1.24	   0.73	   3.0	  -0.9	   2.7	   1.5	   0.17	sync	 394	 373	 834
SPT-S_J055017-5823.7	  87.573	 -58.395	   0.79	   0.98	   0.55	   0.82	   0.38	   3.41	  11.17	   0.81	   1.01	   0.46	   6.6	   1.4	   2.4	   2.7	   0.46	sync	  89	 442	 472
SPT-S_J055017-5120.4	  87.574	 -51.340	   3.01	   3.96	   0.40	   0.62	   0.23	   1.88	   6.51	   0.78	   2.14	   0.59	   1.3	   1.9	   2.3	   3.1	   0.52	dust	 363	 729	 926
SPT-S_J055019-5329.3	  87.582	 -53.489	   3.67	   4.81	   0.35	   0.59	   0.20	   0.29	   0.99	   0.53	   1.24	   0.38	  -4.3	   0.7	   2.8	   2.5	   0.37	sync	 408	 744	 445
SPT-S_J055024-5114.4	  87.604	 -51.241	   4.14	   5.45	   0.51	   2.99	   0.33	   0.50	   1.72	   0.86	   2.01	   0.66	  -3.1	   0.3	   3.0	   2.3	   0.32	sync	   2	 486	 780
SPT-S_J055026-5734.9	  87.609	 -57.582	   3.74	   4.67	   0.35	   0.61	   0.20	   0.04	   0.13	   0.51	   1.16	   0.36	  -9.8	   0.5	   2.8	   2.4	   0.35	sync	 204	 205	 723
SPT-S_J055026-5458.2	  87.610	 -54.971	   0.00	  -0.65	   0.34	   0.47	   0.22	   3.05	  10.43	   0.62	   0.74	   0.33	   NaN	   2.1	   2.0	   2.7	   0.57	dust	  25	 432	 311
SPT-S_J055029-5934.1	  87.622	 -59.570	   0.44	   0.55	   0.46	   0.69	   0.31	   3.20	  10.48	   0.74	   0.88	   0.41	   8.0	   1.6	   2.3	   2.7	   0.50	sync	 389	 354	 797
SPT-S_J055030-5319.0	  87.626	 -53.317	   1.61	   2.11	   1.00	   1.26	   0.72	   3.85	  13.17	   1.12	   1.48	   0.67	   5.0	   0.7	   2.8	   2.4	   0.37	sync	 187	 243	 988
SPT-S_J055031-5701.2	  87.633	 -57.021	   1.40	   1.84	   0.80	   1.11	   0.55	   3.32	  11.35	   0.95	   1.09	   0.55	   4.9	   0.7	   2.8	   2.4	   0.37	sync	 326	 404	  22
SPT-S_J055033-5542.5	  87.638	 -55.709	   3.41	   4.48	   0.70	   2.20	   0.48	   2.47	   8.45	   1.89	   4.59	   1.58	   1.7	   2.3	   2.0	   3.0	   0.58	dust	  18	 712	1685
SPT-S_J055033-5131.7	  87.640	 -51.530	   0.00	  -0.69	   0.33	   0.48	   0.20	   3.08	  10.67	   0.61	   0.74	   0.32	   NaN	   2.1	   2.0	   2.7	   0.57	dust	 456	 413	 850
SPT-S_J055034-5441.1	  87.642	 -54.685	   3.27	   4.30	   0.29	   0.35	   0.15	   0.00	  -1.07	   0.40	   0.81	   0.27	   NaN	   0.6	   2.8	   2.5	   0.36	sync	 298	 175	1204
SPT-S_J055035-5904.7	  87.649	 -59.079	   0.74	   0.92	   0.53	   0.82	   0.36	   3.42	  11.18	   0.81	   1.01	   0.46	   6.8	   1.4	   2.4	   2.7	   0.47	sync	 176	 404	 478
SPT-S_J055036-5957.0	  87.654	 -59.950	   0.17	   0.21	   0.41	   0.61	   0.27	   3.11	  10.18	   0.68	   0.84	   0.36	  10.6	   1.8	   2.2	   2.7	   0.52	dust	 567	 574	 389
SPT-S_J055037-5017.6	  87.656	 -50.294	   3.26	   4.29	   0.30	   0.39	   0.16	   0.09	   0.31	   0.44	   0.93	   0.31	  -7.1	   0.8	   2.8	   2.6	   0.38	sync	 246	 307	 363
SPT-S_J055037-5103.8	  87.657	 -51.064	   2.40	   3.16	   1.67	   1.46	   1.16	   3.04	  10.52	   1.27	   1.20	   0.69	   3.3	  -0.6	   2.8	   1.7	   0.20	sync	 113	 607	 413
SPT-S_J055038-5419.2	  87.662	 -54.321	   1.47	   1.93	   0.89	   1.19	   0.64	   3.72	  12.71	   1.04	   1.31	   0.60	   5.1	   0.8	   2.7	   2.5	   0.38	sync	  33	1019	 325
SPT-S_J055039-5134.4	  87.665	 -51.575	   0.91	   1.20	   0.60	   0.90	   0.41	   3.48	  12.05	   0.82	   1.04	   0.47	   6.3	   1.2	   2.5	   2.6	   0.45	sync	 473	 419	 796
SPT-S_J055041-5612.7	  87.671	 -56.213	   0.06	   0.08	   0.39	   0.60	   0.26	   3.13	  10.71	   0.67	   0.82	   0.36	  13.4	   1.8	   2.2	   2.7	   0.52	dust	 443	 284	 463
SPT-S_J055042-5611.0	  87.676	 -56.184	   3.22	   4.23	   0.29	   0.36	   0.15	   0.00	  -0.75	   0.40	   0.83	   0.27	   NaN	   0.6	   2.8	   2.5	   0.36	sync	 543	 302	 446
SPT-S_J055043-5520.1	  87.679	 -55.336	   3.00	   3.94	   0.31	   0.38	   0.16	   0.65	   2.21	   0.47	   1.05	   0.33	  -1.6	   1.1	   2.7	   2.8	   0.42	sync	 562	 665	1037
SPT-S_J055044-5828.4	  87.685	 -58.475	   3.13	   3.90	   0.27	   0.33	   0.14	   0.00	  -2.50	   0.36	   0.69	   0.24	   NaN	   0.4	   2.8	   2.4	   0.34	sync	 320	 470	 796
SPT-S_J055045-5519.3	  87.691	 -55.322	   2.24	   2.94	   1.48	   1.45	   1.04	   3.18	  10.88	   1.23	   1.22	   0.69	   3.6	  -0.4	   2.9	   1.8	   0.24	sync	 535	 635	 996
SPT-S_J055046-5304.9	  87.694	 -53.082	  17.12	  22.48	  22.24	   1.60	   1.60	   5.37	  18.36	  17.47	   3.84	   3.84	  -0.6	  -0.7	   0.6	   0.7	   0.00	sync	   3	 211	 879
SPT-S_J055047-5251.1	  87.699	 -52.853	   0.25	   0.33	   0.44	   0.65	   0.28	   3.17	  10.84	   0.70	   0.85	   0.39	   9.5	   1.7	   2.2	   2.7	   0.51	dust	  62	 607	 358
SPT-S_J055049-5215.2	  87.708	 -52.255	   3.11	   4.08	   0.27	   0.32	   0.14	   0.00	  -2.09	   0.36	   0.72	   0.24	   NaN	   0.5	   2.8	   2.4	   0.35	sync	 620	1168	 527
SPT-S_J055050-5720.9	  87.709	 -57.349	   3.32	   4.13	   0.32	   0.43	   0.18	   0.34	   1.10	   0.48	   1.05	   0.33	  -3.6	   0.8	   2.7	   2.6	   0.39	sync	 203	 756	 316
SPT-S_J055051-5618.9	  87.715	 -56.316	   1.31	   1.72	   0.73	   1.05	   0.52	   3.10	  10.60	   0.88	   0.99	   0.50	   4.9	   0.8	   2.7	   2.4	   0.38	sync	 288	 398	 747
SPT-S_J055054-5109.9	  87.728	 -51.166	   0.00	  -0.16	   0.39	   0.56	   0.25	   3.47	  12.03	   0.67	   0.86	   0.36	   NaN	   2.0	   2.1	   2.7	   0.55	dust	 389	 665	 726
SPT-S_J055056-5202.1	  87.737	 -52.036	   1.05	   1.38	   0.64	   0.97	   0.45	   3.47	  12.01	   0.87	   1.06	   0.50	   5.9	   1.1	   2.6	   2.6	   0.43	sync	 515	1436	 263
SPT-S_J055057-5116.7	  87.740	 -51.278	   0.00	  -0.74	   0.33	   0.49	   0.21	   3.29	  11.39	   0.61	   0.79	   0.32	   NaN	   2.2	   2.0	   2.7	   0.58	dust	  70	 816	 689
SPT-S_J055057-5432.6	  87.741	 -54.544	   3.94	   5.17	   0.46	   2.07	   0.28	   0.82	   2.81	   0.81	   1.99	   0.62	  -1.7	   0.7	   2.8	   2.5	   0.37	sync	 415	 441	 981
SPT-S_J055100-5819.0	  87.751	 -58.317	   3.06	   3.81	   0.30	   0.38	   0.16	   0.42	   1.38	   0.46	   0.98	   0.32	  -2.8	   0.9	   2.7	   2.7	   0.40	sync	 323	 167	 787
SPT-S_J055104-5709.6	  87.769	 -57.161	   3.81	   5.01	   0.38	   0.87	   0.22	   0.45	   1.53	   0.61	   1.48	   0.44	  -3.2	   0.6	   2.8	   2.5	   0.37	sync	 247	 169	 228
SPT-S_J055104-5511.3	  87.769	 -55.190	   1.28	   1.68	   0.91	   1.20	   0.64	   4.35	  14.86	   1.13	   1.95	   0.67	   5.9	   1.3	   2.6	   2.7	   0.45	sync	 410	 499	 635
SPT-S_J055105-5440.8	  87.772	 -54.680	   3.05	   4.01	   0.50	   1.08	   0.31	   2.41	   8.23	   1.21	   3.53	   0.97	   2.0	   2.4	   1.9	   3.2	   0.59	dust	 137	 364	1409
SPT-S_J055105-5516.6	  87.773	 -55.277	   2.18	   2.86	   1.51	   1.43	   1.06	   3.59	  12.27	   1.30	   1.52	   0.74	   4.0	  -0.1	   2.9	   2.0	   0.27	sync	 553	 629	 904
SPT-S_J055106-5524.4	  87.775	 -55.407	   0.54	   0.70	   0.48	   0.74	   0.33	   3.19	  10.91	   0.75	   0.88	   0.43	   7.5	   1.5	   2.4	   2.7	   0.48	sync	 416	 924	1014
SPT-S_J055106-5411.4	  87.776	 -54.191	   3.17	   4.16	   0.35	   0.48	   0.20	   1.20	   4.11	   0.59	   1.42	   0.43	  -0.0	   1.3	   2.6	   2.9	   0.45	sync	 555	 979	 700
SPT-S_J055106-5832.0	  87.778	 -58.534	   0.00	  -0.51	   0.38	   0.52	   0.25	   4.00	  13.09	   0.70	   0.96	   0.39	   NaN	   2.3	   1.9	   2.7	   0.59	dust	 379	 636	 808
SPT-S_J055108-5713.3	  87.783	 -57.222	   0.00	  -0.02	   0.40	   0.60	   0.26	   3.35	  11.45	   0.68	   0.86	   0.36	   NaN	   1.9	   2.2	   2.7	   0.53	dust	 360	 315	  79
SPT-S_J055108-5408.1	  87.784	 -54.136	   3.24	   4.25	   0.31	   0.40	   0.17	   0.31	   1.06	   0.46	   1.00	   0.32	  -3.8	   0.8	   2.7	   2.6	   0.40	sync	 533	 827	 843
SPT-S_J055108-5323.0	  87.784	 -53.384	   3.87	   5.08	   0.37	   0.74	   0.21	   0.02	   0.06	   0.54	   1.28	   0.38	 -12.1	   0.4	   2.9	   2.4	   0.34	sync	 290	 608	 689
SPT-S_J055108-5028.8	  87.785	 -50.481	   0.64	   0.84	   0.52	   0.78	   0.36	   3.43	  11.89	   0.77	   0.98	   0.42	   7.2	   1.5	   2.4	   2.7	   0.47	sync	 235	 856	 421
SPT-S_J055110-5105.5	  87.793	 -51.092	   1.14	   1.50	   0.82	   1.18	   0.57	   4.42	  15.33	   1.11	   1.87	   0.66	   6.3	   1.4	   2.5	   2.7	   0.47	sync	 346	 846	 534
SPT-S_J055110-5021.2	  87.793	 -50.355	   3.09	   4.07	   0.26	   0.31	   0.14	   0.00	  -3.96	   0.34	   0.63	   0.23	   NaN	   0.4	   2.8	   2.3	   0.33	sync	 259	 637	 352
SPT-S_J055110-5730.5	  87.794	 -57.508	   4.11	   5.13	   0.63	   3.09	   0.42	   0.95	   3.13	   1.15	   2.28	   0.91	  -1.3	   0.5	   2.9	   2.3	   0.34	sync	  63	 499	 338
SPT-S_J055110-5204.0	  87.794	 -52.067	   1.66	   2.18	   0.93	   1.22	   0.67	   3.14	  10.88	   0.99	   1.08	   0.57	   4.4	   0.4	   2.9	   2.3	   0.33	sync	 430	1321	 216
SPT-S_J055111-5123.5	  87.799	 -51.393	   1.40	   1.85	   0.77	   1.12	   0.55	   3.24	  11.22	   0.92	   1.07	   0.53	   4.9	   0.7	   2.8	   2.4	   0.37	sync	 392	 998	 394
SPT-S_J055114-5814.1	  87.809	 -58.236	   1.65	   2.06	   0.96	   1.21	   0.67	   3.51	  11.48	   1.07	   1.25	   0.62	   4.7	   0.5	   2.8	   2.3	   0.35	sync	  61	 440	 978
SPT-S_J055114-5631.7	  87.811	 -56.529	   1.46	   1.91	   0.82	   1.15	   0.58	   3.33	  11.39	   0.95	   1.11	   0.53	   4.9	   0.6	   2.8	   2.4	   0.37	sync	 495	 692	 576
SPT-S_J055115-5108.4	  87.815	 -51.141	   2.34	   3.08	   2.08	   1.42	   1.39	   4.37	  15.12	   1.86	   6.38	   1.08	   4.3	   0.5	   3.1	   2.4	   0.37	sync	 207	 864	 656
SPT-S_J055116-5334.4	  87.817	 -53.574	   4.83	   6.34	   6.10	   1.32	   1.28	   6.87	  23.48	  21.46	   4.09	   4.23	   3.6	   3.4	   0.8	   0.8	   0.98	dust	  14	 732	   4
SPT-S_J055116-5907.1	  87.818	 -59.119	   1.09	   1.36	   0.62	   0.93	   0.42	   3.09	  10.11	   0.82	   0.99	   0.45	   5.5	   1.0	   2.6	   2.5	   0.41	sync	  91	 318	 303
SPT-S_J055117-5007.4	  87.823	 -50.124	   2.29	   3.01	   2.25	   1.39	   1.45	   4.65	  16.11	   2.34	   9.52	   1.48	   4.6	   1.3	   2.7	   3.0	   0.47	sync	 267	 636	 480
SPT-S_J055119-5545.5	  87.830	 -55.760	   4.59	   6.03	   3.93	   2.05	   3.48	   1.26	   4.31	   2.88	   2.76	   2.15	  -0.9	  -0.2	   2.4	   1.8	   0.19	sync	   8	 911	1645
SPT-S_J055120-5943.0	  87.835	 -59.717	   2.60	   3.25	   2.04	   1.39	   1.30	   3.59	  11.77	   1.53	   1.77	   0.79	   3.5	  -0.5	   2.8	   1.7	   0.22	sync	 370	 358	 854
SPT-S_J055122-5110.8	  87.843	 -51.182	   0.41	   0.55	   0.46	   0.72	   0.29	   3.47	  12.01	   0.75	   0.92	   0.43	   8.4	   1.6	   2.3	   2.7	   0.50	sync	 158	 928	 770
SPT-S_J055122-5246.7	  87.845	 -52.780	   3.15	   4.14	   0.31	   0.39	   0.16	   0.41	   1.40	   0.46	   1.00	   0.33	  -2.9	   0.9	   2.7	   2.7	   0.40	sync	 245	 258	 504
SPT-S_J055123-5331.1	  87.850	 -53.519	   3.51	   4.61	   0.37	   0.61	   0.21	   0.89	   3.03	   0.61	   1.48	   0.45	  -1.1	   1.0	   2.7	   2.7	   0.42	sync	 197	 552	 210
SPT-S_J055123-5134.4	  87.850	 -51.575	   1.67	   2.20	   0.99	   1.25	   0.70	   3.49	  12.10	   1.05	   1.22	   0.61	   4.6	   0.5	   2.8	   2.3	   0.34	sync	  96	 832	 682
SPT-S_J055125-5906.1	  87.856	 -59.103	   3.23	   4.03	   3.31	   1.35	   1.35	   4.47	  14.65	   3.45	   8.85	   2.06	   3.5	   0.6	   2.8	   2.6	   0.40	sync	 128	 318	 221
SPT-S_J055125-5146.3	  87.858	 -51.772	   0.12	   0.15	   0.45	   0.66	   0.31	   3.92	  13.58	   0.75	   0.99	   0.43	  12.2	   1.9	   2.1	   2.7	   0.54	dust	 181	1083	1143
SPT-S_J055126-5942.7	  87.859	 -59.712	   2.27	   2.83	   1.53	   1.38	   1.05	   3.35	  10.97	   1.28	   1.36	   0.70	   3.7	  -0.3	   2.8	   1.9	   0.24	sync	 378	 362	 845
SPT-S_J055126-5859.2	  87.860	 -58.987	   1.35	   1.69	   0.77	   1.05	   0.53	   3.43	  11.23	   0.96	   1.14	   0.55	   5.2	   0.8	   2.7	   2.5	   0.39	sync	 224	 128	 222
SPT-S_J055128-5145.7	  87.868	 -51.762	   0.55	   0.73	   0.48	   0.73	   0.33	   3.02	  10.48	   0.72	   0.86	   0.39	   7.3	   1.5	   2.4	   2.7	   0.47	sync	 164	1079	1157
SPT-S_J055130-5021.2	  87.877	 -50.355	   0.00	  -1.24	   0.29	   0.42	   0.18	   3.10	  10.73	   0.57	   0.72	   0.30	   NaN	   2.3	   1.9	   2.7	   0.60	dust	 381	 825	 391
SPT-S_J055133-5901.9	  87.889	 -59.032	   1.84	   2.30	   1.30	   1.31	   0.90	   4.19	  13.73	   1.38	   2.39	   0.82	   4.9	   0.8	   2.8	   2.5	   0.38	sync	  54	  56	  51
SPT-S_J055133-5655.3	  87.890	 -56.923	   4.60	   6.03	   3.77	   2.15	   3.37	   1.11	   3.80	   2.69	   2.65	   2.06	  -1.3	  -0.3	   2.5	   1.8	   0.20	sync	  14	 457	 499
SPT-S_J055133-5231.3	  87.890	 -52.523	   3.15	   4.13	   0.40	   0.65	   0.24	   1.75	   6.00	   0.77	   2.09	   0.58	   1.0	   1.8	   2.3	   3.0	   0.51	dust	 644	 515	1069
SPT-S_J055133-5840.5	  87.891	 -58.676	   3.02	   3.76	   0.38	   0.54	   0.21	   1.63	   5.35	   0.71	   1.79	   0.53	   1.0	   1.7	   2.4	   3.1	   0.50	dust	 334	 245	 850
SPT-S_J055134-5159.9	  87.896	 -51.999	   0.32	   0.42	   0.45	   0.71	   0.30	   3.53	  12.22	   0.74	   0.92	   0.41	   9.2	   1.7	   2.3	   2.7	   0.51	dust	 159	1080	 502
SPT-S_J055135-5902.7	  87.897	 -59.046	   6.35	   7.92	   7.69	   1.29	   1.29	   8.73	  28.59	  26.99	   4.23	   4.29	   3.5	   3.4	   0.6	   0.6	   1.00	dust	   7	 103	   4
SPT-S_J055135-5442.7	  87.898	 -54.712	   0.45	   0.59	   0.50	   0.72	   0.33	   3.64	  12.43	   0.78	   0.98	   0.44	   8.3	   1.7	   2.3	   2.7	   0.50	dust	 258	 504	1213
SPT-S_J055137-5026.4	  87.906	 -50.441	   1.25	   1.64	   0.68	   1.02	   0.47	   3.02	  10.47	   0.85	   0.96	   0.49	   5.0	   0.8	   2.7	   2.5	   0.38	sync	 374	 994	 562
SPT-S_J055138-5138.8	  87.909	 -51.647	   0.45	   0.59	   0.46	   0.71	   0.31	   3.14	  10.86	   0.72	   0.86	   0.41	   7.9	   1.6	   2.3	   2.7	   0.49	sync	 264	 988	 828
SPT-S_J055138-5356.5	  87.909	 -53.943	   3.07	   4.03	   0.37	   0.52	   0.21	   1.54	   5.25	   0.66	   1.70	   0.49	   0.7	   1.6	   2.4	   3.0	   0.49	sync	 400	 222	 927
SPT-S_J055138-5804.1	  87.912	 -58.068	   0.00	  -0.26	   0.35	   0.53	   0.23	   3.07	  10.07	   0.63	   0.79	   0.34	   NaN	   2.0	   2.1	   2.7	   0.56	dust	 207	 219	 951
SPT-S_J055138-5058.0	  87.912	 -50.968	   2.91	   3.84	   5.03	   0.94	   0.76	   9.05	  31.36	  26.73	   4.23	   4.23	   5.7	   4.6	   0.3	   0.5	   1.00	dust	 260	1281	  76
SPT-S_J055139-5533.5	  87.913	 -55.560	   0.00	  -0.22	   0.38	   0.55	   0.24	   3.17	  10.83	   0.64	   0.81	   0.35	   NaN	   2.0	   2.1	   2.7	   0.55	dust	  72	 434	1127
SPT-S_J055139-5301.6	  87.914	 -53.027	   0.50	   0.66	   0.49	   0.74	   0.33	   3.41	  11.64	   0.75	   0.94	   0.41	   7.8	   1.6	   2.3	   2.7	   0.49	sync	 130	 450	1077
SPT-S_J055143-5809.0	  87.932	 -58.151	   0.93	   1.16	   0.57	   0.84	   0.39	   3.05	   9.99	   0.80	   0.94	   0.45	   5.9	   1.2	   2.5	   2.6	   0.43	sync	 191	 516	1154
SPT-S_J055144-5728.8	  87.936	 -57.482	   1.74	   2.17	   1.03	   1.24	   0.72	   3.53	  11.56	   1.09	   1.30	   0.63	   4.6	   0.4	   2.8	   2.3	   0.34	sync	 330	 538	 334
SPT-S_J055145-5211.3	  87.938	 -52.190	   1.31	   1.73	   0.72	   1.06	   0.51	   3.13	  10.83	   0.88	   0.99	   0.51	   5.0	   0.8	   2.7	   2.4	   0.38	sync	 275	1185	 556
SPT-S_J055146-5632.9	  87.943	 -56.549	   0.02	   0.03	   0.39	   0.59	   0.26	   3.09	  10.55	   0.66	   0.81	   0.36	  16.2	   1.8	   2.2	   2.7	   0.52	dust	 367	 711	 407
SPT-S_J055147-5711.5	  87.949	 -57.193	   2.60	   3.41	   2.12	   1.47	   1.38	   3.70	  12.65	   1.58	   1.97	   0.83	   3.6	  -0.5	   2.9	   1.8	   0.23	sync	 221	 243	 291
SPT-S_J055148-5040.1	  87.951	 -50.670	   0.66	   0.86	   0.51	   0.80	   0.35	   3.32	  11.51	   0.77	   0.95	   0.43	   7.0	   1.4	   2.4	   2.7	   0.46	sync	 209	1516	 374
SPT-S_J055149-5337.9	  87.955	 -53.632	   3.04	   3.99	   0.28	   0.32	   0.15	   0.00	  -1.30	   0.38	   0.75	   0.25	   NaN	   0.6	   2.8	   2.5	   0.36	sync	 231	 762	 357
SPT-S_J055150-5044.4	  87.961	 -50.741	   3.74	   4.93	   0.91	   3.01	   0.66	   2.25	   7.79	   2.26	   4.44	   1.90	   1.2	   1.8	   2.2	   2.7	   0.51	dust	  61	1381	 555
SPT-S_J055151-5325.3	  87.963	 -53.422	   0.00	  -0.40	   0.37	   0.53	   0.23	   3.28	  11.21	   0.64	   0.80	   0.34	   NaN	   2.0	   2.0	   2.7	   0.56	dust	 252	 204	 630
SPT-S_J055151-5622.6	  87.964	 -56.377	   0.08	   0.11	   0.41	   0.60	   0.28	   3.12	  10.66	   0.67	   0.82	   0.36	  12.6	   1.8	   2.2	   2.7	   0.52	dust	 243	 642	 378
SPT-S_J055151-5857.2	  87.965	 -58.954	   3.07	   3.83	   0.35	   0.48	   0.20	   1.30	   4.25	   0.61	   1.46	   0.45	   0.3	   1.5	   2.5	   2.9	   0.47	sync	 360	 261	 351
SPT-S_J055152-5107.0	  87.969	 -51.117	   0.93	   1.22	   0.57	   0.89	   0.39	   3.19	  11.05	   0.80	   0.95	   0.46	   6.0	   1.2	   2.6	   2.6	   0.43	sync	 160	1218	 508
SPT-S_J055152-5526.5	  87.971	 -55.442	  27.63	  36.28	  36.02	   1.97	   1.97	   9.33	  31.86	  31.12	   4.49	   4.49	  -0.4	  -0.4	   0.4	   0.4	   0.00	sync	   4	 556	 733
SPT-S_J055153-5049.1	  87.975	 -50.819	   0.00	  -0.53	   0.36	   0.55	   0.22	   3.82	  13.25	   0.68	   0.87	   0.37	   NaN	   2.2	   2.0	   2.7	   0.58	dust	 246	1268	 571
SPT-S_J055156-5641.6	  87.987	 -56.694	   3.27	   4.30	   0.30	   0.39	   0.16	   0.09	   0.30	   0.44	   0.94	   0.31	  -7.2	   0.7	   2.8	   2.6	   0.38	sync	 151	 209	 458
SPT-S_J055157-5407.8	  87.990	 -54.132	   3.07	   4.04	   0.31	   0.39	   0.17	   0.70	   2.40	   0.49	   1.10	   0.35	  -1.4	   1.1	   2.7	   2.8	   0.42	sync	 475	 492	 558
